t, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 
Power Charge [kW], 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.732040355599999, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Power Buy [kW], 0.0, 11.0, 11.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 1.63327492346, 11.0, 11.0, 11.0, 11.0, 11.0, 
Power Discharge [kW], 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Power Sell [kW], 0.0, 0.0, 0.0, 0.0, 0.0, -11.0, 0.0, 0.0, -11.0, -11.0, -11.0, -11.0, 0.0, 0.0, -11.0, 0.0, 0.0, 0.0, -10.7320403556, -11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Resulting Power [kW], 0.0, 11.0, 11.0, 11.0, 0.0, 0.0, 0.0, 0.0, -11.0, -11.0, -11.0, -11.0, 0.0, 0.0, -11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 1.63327492346, 11.0, 11.0, 11.0, 11.0, 11.0, 
Energy [kWh], 37.63529092, 40.11029092, 42.58529092, 45.06029092, 45.06029092, 45.06029092, 45.06029092, 45.06029092, 42.0047353644, 38.9491798089, 35.8936242533, 32.8380686978, 32.8380686978, 32.8380686978, 29.7825131422, 29.7825131422, 29.7825131422, 29.7825131422, 29.7825131422, 29.7825131422, 29.7825131422, 29.7825131422, 29.7825131422, 29.7825131422, 29.7825131422, 32.2575131422, 32.2575131422, 32.2575131422, 32.2575131422, 32.2575131422, 32.625, 35.1, 37.575, 40.05, 42.525, 45.0, 
Current Price [EUR/MWh], 30.71350211, 30.71350211, 30.71350211, 30.71350211, 39.12754491, 39.12754491, 39.12754491, 39.12754491, 45.95079365, 45.95079365, 45.95079365, 45.95079365, 0.0, 0.0, 44.4, 39.75, 36.25, 36.25, 36.25, 36.25, 35.6, 35.6, 35.6, 35.6, 35.6, 35.6, 35.6, 35.6, 35.6, 35.6, 35.6, 35.6, 34.95, 34.95, 32.72366548, 33.19784314, 
Existierender Preis [1/0], 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
