,Start_15,Ende_15,Energie [kWh],Leistung [kW],Kapazitaet [kWh],Finaler SOC [kWh],profits [EUR],trades [#],Initialer SOC [kWh]
253,2017-09-11 08:00:00,2017-09-11 17:00:00,4.144328178,11,50,45,0.0,0,40.855671822
254,2017-09-12 08:00:00,2017-09-12 17:00:00,7.36470908,11,50,45,0.0,0,37.63529092
255,2017-09-13 08:00:00,2017-09-13 17:00:00,10.60972576,11,50,45,0.0,0,34.39027424
256,2017-09-14 08:00:00,2017-09-14 17:00:00,1.6919258480000001,11,50,45,0.0,0,43.308074152
257,2017-09-15 08:00:00,2017-09-15 17:00:00,5.212082376000001,11,50,45,0.0,0,39.787917624
258,2017-09-16 08:00:00,2017-09-16 17:00:00,13.23674418,11,50,45,0.0,0,31.763255819999998
259,2017-09-17 08:00:00,2017-09-17 17:00:00,6.236010036000001,11,50,45,0.0,0,38.763989964
260,2017-09-18 08:00:00,2017-09-18 17:00:00,8.475031235,11,50,45,0.0,0,36.524968765
261,2017-09-19 08:00:00,2017-09-19 17:00:00,10.40901321,11,50,45,0.0,0,34.59098679
262,2017-09-20 08:00:00,2017-09-20 17:00:00,11.06651647,11,50,45,0.0,0,33.933483530000004
263,2017-09-21 08:00:00,2017-09-21 17:00:00,3.370569143,11,50,45,0.0,0,41.629430857
264,2017-09-22 08:00:00,2017-09-22 17:00:00,10.475936099999998,11,50,45,0.0,0,34.5240639
265,2017-09-23 08:00:00,2017-09-23 17:00:00,14.93155409,11,50,45,0.0,0,30.06844591
266,2017-09-24 08:00:00,2017-09-24 17:00:00,1.263406386,11,50,45,0.0,0,43.736593614
267,2017-09-25 08:00:00,2017-09-25 17:00:00,11.28532769,11,50,45,0.0,0,33.71467231
268,2017-09-26 08:00:00,2017-09-26 17:00:00,9.038749838,11,50,45,0.0,0,35.961250162
269,2017-09-27 08:00:00,2017-09-27 17:00:00,13.03480221,11,50,45,0.0,0,31.965197789999998
270,2017-09-28 08:00:00,2017-09-28 17:00:00,0.607793577,11,50,45,0.0,0,44.392206423
271,2017-09-29 08:00:00,2017-09-29 17:00:00,5.9268508,11,50,45,0.0,0,39.0731492
272,2017-09-30 08:00:00,2017-09-30 17:00:00,11.89739369,11,50,45,0.0,0,33.10260631
273,2017-10-01 08:00:00,2017-10-01 17:00:00,10.59979222,11,50,45,0.0,0,34.40020778
274,2017-10-02 08:00:00,2017-10-02 17:00:00,8.712665681,11,50,45,0.0,0,36.287334318999996
275,2017-10-03 08:00:00,2017-10-03 17:00:00,6.835982748999999,11,50,45,0.0,0,38.164017251000004
276,2017-10-04 08:00:00,2017-10-04 17:00:00,20.0,11,50,45,0.0,0,25.0
277,2017-10-05 08:00:00,2017-10-05 17:00:00,20.0,11,50,45,0.0,0,25.0
278,2017-10-06 08:00:00,2017-10-06 17:00:00,20.0,11,50,45,0.7729317125422014,199,25.0
279,2017-10-07 08:00:00,2017-10-07 17:00:00,20.0,11,50,45,0.0,0,25.0
280,2017-10-08 08:00:00,2017-10-08 17:00:00,10.0,11,50,45,0.0,0,35.0
281,2017-10-09 08:00:00,2017-10-09 17:00:00,14.119230900000002,11,50,45,0.0,0,30.8807691
282,2017-10-10 08:00:00,2017-10-10 17:00:00,6.196892666,11,50,45,0.0,0,38.803107334
283,2017-10-11 08:00:00,2017-10-11 17:00:00,9.330374183,11,50,45,0.0,0,35.669625817
284,2017-10-12 08:00:00,2017-10-12 17:00:00,8.828042059,11,50,45,0.0,0,36.171957941
285,2017-10-13 08:00:00,2017-10-13 17:00:00,11.91275045,11,50,45,0.0,0,33.087249549999996
286,2017-10-14 08:00:00,2017-10-14 17:00:00,0.667516067,11,50,45,0.0,0,44.332483933
287,2017-10-15 08:00:00,2017-10-15 17:00:00,8.172088134,11,50,45,0.0,0,36.827911866
288,2017-10-16 08:00:00,2017-10-16 17:00:00,12.29941201,11,50,45,0.0,0,32.70058799
289,2017-10-17 08:00:00,2017-10-17 17:00:00,11.4673306,11,50,45,0.0,0,33.5326694
290,2017-10-18 08:00:00,2017-10-18 17:00:00,7.229439172999999,11,50,45,0.0,0,37.770560827
291,2017-10-19 08:00:00,2017-10-19 17:00:00,5.07458411,11,50,45,0.0,0,39.92541589
292,2017-10-20 08:00:00,2017-10-20 17:00:00,6.288662245,11,50,45,0.0,0,38.711337755
293,2017-10-21 08:00:00,2017-10-21 17:00:00,1.3910114519999999,11,50,45,0.0,0,43.608988548
294,2017-10-22 08:00:00,2017-10-22 17:00:00,5.937097062,11,50,45,0.0,0,39.062902938
295,2017-10-23 08:00:00,2017-10-23 17:00:00,14.7609361,11,50,45,0.0,0,30.239063899999998
296,2017-10-24 08:00:00,2017-10-24 17:00:00,2.7951142860000004,11,50,45,0.0,0,42.204885714
297,2017-10-25 08:00:00,2017-10-25 17:00:00,5.856025712,11,50,45,0.0,0,39.143974288
298,2017-10-26 08:00:00,2017-10-26 17:00:00,14.40081216,11,50,45,0.0,0,30.59918784
299,2017-10-27 08:00:00,2017-10-27 17:00:00,12.97552767,11,50,45,0.0,0,32.02447233
300,2017-10-28 08:00:00,2017-10-28 17:00:00,10.3675862,11,50,45,0.0,0,34.6324138
301,2017-10-29 08:00:00,2017-10-29 17:00:00,5.535534097,11,50,45,0.0,0,39.464465903
302,2017-10-30 08:00:00,2017-10-30 17:00:00,7.426840749,11,50,45,0.0,0,37.573159251
303,2017-10-31 08:00:00,2017-10-31 17:00:00,0.9751547359999999,11,50,45,0.0,0,44.024845264
304,2017-11-01 08:00:00,2017-11-01 17:00:00,4.3925073480000005,11,50,45,0.0,0,40.607492652
305,2017-11-02 08:00:00,2017-11-02 17:00:00,12.91280627,11,50,45,0.0,0,32.087193729999996
306,2017-11-03 08:00:00,2017-11-03 17:00:00,6.816364039,11,50,45,0.0,0,38.183635961
307,2017-11-04 08:00:00,2017-11-04 17:00:00,12.25573872,11,50,45,0.0,0,32.74426128
308,2017-11-05 08:00:00,2017-11-05 17:00:00,13.83341375,11,50,45,0.0,0,31.16658625
309,2017-11-06 08:00:00,2017-11-06 17:00:00,5.197952900000001,11,50,45,0.0,0,39.802047099999996
310,2017-11-07 08:00:00,2017-11-07 17:00:00,14.97668886,11,50,45,0.0,0,30.02331114
311,2017-11-08 08:00:00,2017-11-08 17:00:00,4.445723078,11,50,45,0.0,0,40.554276922
312,2017-11-09 08:00:00,2017-11-09 17:00:00,7.418546847000001,11,50,45,0.0,0,37.581453153
313,2017-11-10 08:00:00,2017-11-10 17:00:00,14.20916957,11,50,45,0.0,0,30.79083043
314,2017-11-11 08:00:00,2017-11-11 17:00:00,4.547322552,11,50,45,0.0,0,40.452677448
315,2017-11-12 08:00:00,2017-11-12 17:00:00,3.337775355,11,50,45,0.0,0,41.662224645
316,2017-11-13 08:00:00,2017-11-13 17:00:00,0.40953267,11,50,45,0.0,0,44.59046733
317,2017-11-14 08:00:00,2017-11-14 17:00:00,7.76904532,11,50,45,0.0,0,37.230954679999996
318,2017-11-15 08:00:00,2017-11-15 17:00:00,5.931050925,11,50,45,0.0,0,39.068949075
319,2017-11-16 08:00:00,2017-11-16 17:00:00,11.02542125,11,50,45,0.0,0,33.97457875
320,2017-11-17 08:00:00,2017-11-17 17:00:00,10.18350166,11,50,45,0.0,0,34.81649834
321,2017-11-18 08:00:00,2017-11-18 17:00:00,5.739330989,11,50,45,0.0,0,39.260669011
322,2017-11-19 08:00:00,2017-11-19 17:00:00,4.473531438,11,50,45,0.0,0,40.526468562
323,2017-11-20 08:00:00,2017-11-20 17:00:00,5.9460949670000005,11,50,45,0.0,0,39.053905033
324,2017-11-21 08:00:00,2017-11-21 17:00:00,8.934926251,11,50,45,0.0,0,36.065073749
325,2017-11-22 08:00:00,2017-11-22 17:00:00,12.50427982,11,50,45,0.0,0,32.49572018
326,2017-11-23 08:00:00,2017-11-23 17:00:00,1.394852354,11,50,45,0.0,0,43.605147646
327,2017-11-24 08:00:00,2017-11-24 17:00:00,7.360149152000001,11,50,45,0.0,0,37.639850848
328,2017-11-25 08:00:00,2017-11-25 17:00:00,12.64151103,11,50,45,0.0,0,32.358488969999996
329,2017-11-26 08:00:00,2017-11-26 17:00:00,2.7716514360000004,11,50,45,0.0,0,42.228348564
330,2017-11-27 08:00:00,2017-11-27 17:00:00,4.35514733,11,50,45,0.0,0,40.64485267
331,2017-11-28 08:00:00,2017-11-28 17:00:00,5.3391024069999995,11,50,45,0.0,0,39.660897593
332,2017-11-29 08:00:00,2017-11-29 17:00:00,4.264591757,11,50,45,0.0,0,40.735408243
333,2017-11-30 08:00:00,2017-11-30 17:00:00,3.7766540980000003,11,50,45,0.0,0,41.223345902
334,2017-12-01 08:00:00,2017-12-01 17:00:00,1.3999264569999998,11,50,45,0.0,0,43.600073543
335,2017-12-02 08:00:00,2017-12-02 17:00:00,0.64296668,11,50,45,0.0,0,44.35703332
336,2017-12-03 08:00:00,2017-12-03 17:00:00,4.1607348669999995,11,50,45,0.0,0,40.839265133
337,2017-12-04 08:00:00,2017-12-04 17:00:00,12.99374652,11,50,45,0.0,0,32.00625348
338,2017-12-05 08:00:00,2017-12-05 17:00:00,11.88790988,11,50,45,0.0,0,33.11209012
339,2017-12-06 08:00:00,2017-12-06 17:00:00,7.667988761,11,50,45,0.0,0,37.332011238999996
340,2017-12-07 08:00:00,2017-12-07 17:00:00,2.971450778,11,50,45,0.0,0,42.028549222
341,2017-12-08 08:00:00,2017-12-08 17:00:00,4.024273776999999,11,50,45,0.0,0,40.975726223
342,2017-12-09 08:00:00,2017-12-09 17:00:00,0.5110514,11,50,45,0.0,0,44.4889486
343,2017-12-10 08:00:00,2017-12-10 17:00:00,11.40443855,11,50,45,0.0,0,33.59556145
344,2017-12-11 08:00:00,2017-12-11 17:00:00,5.793239145,11,50,45,0.0,0,39.206760855
345,2017-12-12 08:00:00,2017-12-12 17:00:00,9.369362462,11,50,45,0.0,0,35.630637538
346,2017-12-13 08:00:00,2017-12-13 17:00:00,7.8554881089999995,11,50,45,0.0,0,37.144511891
347,2017-12-14 08:00:00,2017-12-14 17:00:00,12.37760604,11,50,45,0.0,0,32.62239396
348,2017-12-15 08:00:00,2017-12-15 17:00:00,6.784308172,11,50,45,0.0,0,38.215691828
349,2017-12-16 08:00:00,2017-12-16 17:00:00,6.457834792000001,11,50,45,0.0,0,38.542165208
350,2017-12-17 08:00:00,2017-12-17 17:00:00,11.63013529,11,50,45,0.0,0,33.36986471
351,2017-12-18 08:00:00,2017-12-18 17:00:00,10.39346628,11,50,45,0.0,0,34.60653372
352,2017-12-19 08:00:00,2017-12-19 17:00:00,2.591146776,11,50,45,0.0,0,42.408853224
353,2017-12-20 08:00:00,2017-12-20 17:00:00,7.535712711,11,50,45,0.0,0,37.464287289
354,2017-12-21 08:00:00,2017-12-21 17:00:00,8.538336221,11,50,45,0.0,0,36.461663779
355,2017-12-22 08:00:00,2017-12-22 17:00:00,3.043346586,11,50,45,0.0,0,41.956653414
356,2017-12-23 08:00:00,2017-12-23 17:00:00,14.26656087,11,50,45,0.0,0,30.73343913
357,2017-12-24 08:00:00,2017-12-24 17:00:00,1.183341201,11,50,45,0.0,0,43.816658799
358,2017-12-25 08:00:00,2017-12-25 17:00:00,10.93500427,11,50,45,0.0,0,34.06499573
359,2017-12-26 08:00:00,2017-12-26 17:00:00,14.95675038,11,50,45,0.0,0,30.043249619999997
360,2017-12-27 08:00:00,2017-12-27 17:00:00,12.39565451,11,50,45,0.0,0,32.60434549
361,2017-12-28 08:00:00,2017-12-28 17:00:00,10.83256689,11,50,45,0.0,0,34.16743311
362,2017-12-29 08:00:00,2017-12-29 17:00:00,10.70648632,11,50,45,0.0,0,34.293513680000004
363,2017-12-30 08:00:00,2017-12-30 17:00:00,6.2117285,11,50,45,0.0,0,38.7882715
364,2017-12-31 08:00:00,2017-12-31 17:00:00,5.540689124,11,50,45,0.0,0,39.459310876
