t, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 
Power Charge [kW], 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 11.0, 11.0, 0.0, 0.0, 11.0, 11.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Power Buy [kW], 0.0, 11.0, 11.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 8.087141116, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 11.0, 11.0, 0.0, 0.0, 
Power Discharge [kW], 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Power Sell [kW], 0.0, 0.0, 0.0, 0.0, -11.0, 0.0, 0.0, 0.0, 0.0, 0.0, -11.0, -11.0, 0.0, 0.0, 0.0, -6.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Resulting Power [kW], 0.0, 11.0, 11.0, 11.0, -11.0, 11.0, 11.0, 11.0, 0.0, 11.0, 0.0, 0.0, 8.087141116, 11.0, 0.0, 4.18, 0.0, 0.0, 0.0, 4.62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 11.0, 11.0, 0.0, 0.0, 
Energy [kWh], 33.33134969, 35.80634969, 38.28134969, 40.75634969, 37.7007941344, 40.1757941344, 42.6507941344, 45.1257941344, 44.5452385789, 47.0202385789, 46.4396830233, 45.8591274678, 47.525, 50.0, 49.4194444444, 50.0, 49.4194444444, 48.8388888889, 48.2583333333, 48.9611111111, 48.3805555556, 47.8, 47.2194444444, 46.6388888889, 46.0583333333, 45.4777777778, 44.8972222222, 44.3166666667, 43.7361111111, 46.2111111111, 45.6305555556, 45.05, 47.525, 50.0, 50.0, 50.0, 
Current Price [EUR/MWh], -3.1, -3.1, -3.1, -3.1, -1.55, -3.083333333, -3.186956522, -3.186956522, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -2.0, -2.0, -2.0, -2.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -14.3, -0.0, -0.0, -18.7, -6.9, -0.0, -0.0, 
Existierender Preis [1/0], 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
