t, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 
Power Charge [kW], 0.0, -0.0, -0.0, 11.0, -0.0, -0.0, 11.0, 11.0, -0.0, -0.0, -0.0, 11.0, -0.0, 11.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 
Power Buy [kW], 0.0, 0.0, 0.0, 0.0, 11.0, 19.403877921, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Power Discharge [kW], 0.0, -11.0, -2.102858884, 0.0, -11.0, -11.0, 0.0, 0.0, -11.0, -11.0, -11.0, 0.0, -11.0, 0.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Power Sell [kW], 0.0, 0.0, -8.897141116, -22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.84217094304e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 
Resulting Power [kW], 0.0, -11.0, -11.0, -11.0, 0.0, 8.40387792099, 11.0, 11.0, -11.0, -11.0, -11.0, 11.0, -11.0, 11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 10.999999999999972, 11.0, 11.0, 11.0, 11.0, 11.0, 
Energy [kWh], 33.33134969, 30.2757941344, 27.2202385789, 24.1646830233, 24.1646830233, 26.0555555556, 28.5305555556, 31.0055555556, 27.95, 24.8944444444, 21.8388888889, 24.3138888889, 21.2583333333, 23.7333333333, 20.6777777778, 17.6222222222, 14.5666666667, 11.5111111111, 8.45555555556, 5.4, 7.875, 10.35, 12.825, 15.3, 17.775, 20.25, 22.725, 25.2, 27.675, 30.15, 32.625, 35.1, 37.575, 40.05, 42.525, 45.0, 
Current Price [EUR/MWh], 3.1801886789999996, 3.1801886789999996, 3.1801886789999996, 3.1801886789999996, 2.3, 2.3, 2.3, 2.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -60.5, -60.5, -60.5, -60.5, -63.2, -63.2, -63.2, -63.2, -63.2, -63.2, -63.2, -63.2, -63.2, -63.2, -63.2, -63.2, 
Existierender Preis [1/0], 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
