t, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 
Power Charge [kW], 0.0, -0.0, -0.0, -0.0, 0.0, 8.40387792099, 11.0, 11.0, -0.0, -0.0, -0.0, 11.0, -0.0, 11.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 10.999999999999973, 11.0, 11.0, 11.0, 11.0, 11.0, 
Power Buy [kW], 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 11.0, 14.8900000004, 22.0, 22.0, 22.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Power Discharge [kW], 0.0, -11.0, -11.0, -11.0, 0.0, 0.0, 0.0, 0.0, -11.0, -11.0, -11.0, 0.0, -11.0, 0.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Power Sell [kW], 0.0, 0.0, 0.0, 0.0, -11.0, -8.40387792099, -22.0, -22.0, 0.0, 0.0, 0.0, -22.0, 0.0, -13.0158751659, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
Resulting Power [kW], 0.0, -11.0, -11.0, -11.0, -11.0, 0.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, 0.0, -2.0158751658800007, 0.0, 3.8900000003599997, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 
Energy [kWh], 33.33134969, 30.2757941344, 27.2202385789, 24.1646830233, 21.1091274678, 20.5285719122, 17.4730163567, 14.4174608011, 11.3619052456, 8.30634969, 5.25079413444, 2.19523857889, 1.61468302333, 0.580555555456, 0.0, 0.5, 2.975, 5.45, 7.925, 10.4, 12.875, 15.35, 17.825, 20.3, 22.775, 25.25, 27.725, 30.2, 32.675, 35.15, 37.625, 40.1, 42.575, 45.05, 47.525, 50.0, 
Current Price [EUR/MWh], -0.0, -0.0, -0.0, -0.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -7.714285714, -43.88311688, -43.88311688, -43.88311688, -43.88311688, -44.15686275, -44.15686275, -44.15686275, -44.15686275, -44.15686275, -44.15686275, -44.15686275, -44.15686275, -44.90365449, -44.90365449, -44.90365449, -44.90365449, -16.0, -16.0, -16.0, -16.0, 
Existierender Preis [1/0], 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
